job,marital,education,housing,loan,contact,month,day_of_week,age,pdays,emp_var_rate,cons_conf_idx,y,age_group,housing_loan_interaction
blue-collar,divorced,high.school,no,yes,telephone,may,mon,50,999,1.1,-36.4,0,senior,no_yes
retired,married,professional.course,no,no,telephone,may,mon,59,999,1.1,-36.4,0,senior,no_no
unknown,married,unknown,yes,no,telephone,may,mon,43,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,yes,no,telephone,may,mon,42,999,1.1,-36.4,0,adult,yes_no
admin.,married,basic.6y,yes,no,telephone,may,mon,40,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,unknown,no,no,telephone,may,mon,46,999,1.1,-36.4,0,adult,no_no
housemaid,divorced,basic.4y,yes,yes,telephone,may,mon,57,999,1.1,-36.4,0,senior,yes_yes
admin.,married,university.degree,yes,no,telephone,may,mon,42,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,mon,41,999,1.1,-36.4,0,adult,yes_no
management,divorced,university.degree,yes,no,telephone,may,mon,54,999,1.1,-36.4,0,senior,yes_no
admin.,single,university.degree,no,no,telephone,may,mon,27,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,mon,36,999,1.1,-36.4,0,adult,no_no
blue-collar,married,professional.course,yes,no,telephone,may,mon,58,999,1.1,-36.4,0,senior,yes_no
management,married,university.degree,yes,no,telephone,may,mon,40,999,1.1,-36.4,0,adult,yes_no
admin.,single,basic.9y,no,no,telephone,may,mon,34,999,1.1,-36.4,0,adult,no_no
admin.,divorced,high.school,no,no,telephone,may,mon,33,999,1.1,-36.4,0,adult,no_no
retired,married,basic.6y,no,no,telephone,may,mon,56,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,no,no,telephone,may,mon,42,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,mon,43,999,1.1,-36.4,0,adult,yes_no
management,single,basic.9y,yes,no,telephone,may,mon,54,999,1.1,-36.4,0,senior,yes_no
admin.,single,basic.6y,yes,yes,telephone,may,mon,53,999,1.1,-36.4,0,senior,yes_yes
technician,single,unknown,no,no,telephone,may,mon,42,999,1.1,-36.4,0,adult,no_no
services,married,basic.6y,no,no,telephone,may,mon,40,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,yes,yes,telephone,may,mon,54,999,1.1,-36.4,0,senior,yes_yes
housemaid,single,professional.course,no,no,telephone,may,mon,40,999,1.1,-36.4,0,adult,no_no
admin.,single,university.degree,yes,no,telephone,may,mon,26,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,no,no,telephone,may,mon,33,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,mon,35,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,mon,36,999,1.1,-36.4,0,adult,no_no
services,single,high.school,yes,no,telephone,may,mon,29,999,1.1,-36.4,0,adult,yes_no
management,married,high.school,yes,no,telephone,may,mon,35,999,1.1,-36.4,0,adult,yes_no
self-employed,single,university.degree,no,yes,telephone,may,mon,50,999,1.1,-36.4,0,senior,no_yes
services,married,high.school,yes,no,telephone,may,mon,46,999,1.1,-36.4,0,adult,yes_no
entrepreneur,married,high.school,yes,no,telephone,may,mon,49,999,1.1,-36.4,0,adult,yes_no
technician,single,professional.course,yes,no,telephone,may,mon,42,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,high.school,yes,yes,telephone,may,mon,36,999,1.1,-36.4,0,adult,yes_yes
management,married,university.degree,no,no,telephone,may,mon,41,999,1.1,-36.4,0,adult,no_no
management,married,professional.course,yes,no,telephone,may,mon,57,999,1.1,-36.4,0,senior,yes_no
services,single,high.school,yes,no,telephone,may,mon,32,999,1.1,-36.4,0,adult,yes_no
admin.,married,basic.9y,no,no,telephone,may,mon,49,999,1.1,-36.4,0,adult,no_no
unknown,married,unknown,yes,no,telephone,may,mon,57,999,1.1,-36.4,0,senior,yes_no
blue-collar,divorced,basic.4y,yes,no,telephone,may,mon,58,999,1.1,-36.4,0,senior,yes_no
technician,married,high.school,yes,no,telephone,may,mon,52,999,1.1,-36.4,0,senior,yes_no
services,divorced,professional.course,no,no,telephone,may,mon,50,999,1.1,-36.4,0,senior,no_no
blue-collar,single,basic.9y,yes,no,telephone,may,mon,41,999,1.1,-36.4,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,telephone,may,mon,33,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,mon,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.6y,no,no,telephone,may,mon,48,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,no,no,telephone,may,mon,55,999,1.1,-36.4,0,senior,no_no
management,married,university.degree,no,no,telephone,may,mon,38,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,mon,38,999,1.1,-36.4,0,adult,yes_no
admin.,married,university.degree,yes,no,telephone,may,mon,53,999,1.1,-36.4,0,senior,yes_no
unemployed,single,university.degree,no,no,telephone,may,mon,43,999,1.1,-36.4,0,adult,no_no
blue-collar,single,high.school,no,no,telephone,may,mon,36,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,mon,32,999,1.1,-36.4,0,adult,no_no
services,married,basic.4y,no,no,telephone,may,mon,33,999,1.1,-36.4,0,adult,no_no
entrepreneur,married,basic.4y,yes,no,telephone,may,mon,58,999,1.1,-36.4,0,senior,yes_no
unemployed,divorced,high.school,no,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,yes,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,yes_no
technician,married,high.school,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
admin.,married,university.degree,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
technician,married,university.degree,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
self-employed,married,high.school,yes,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,basic.9y,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,yes_no
management,divorced,high.school,no,no,telephone,may,tue,56,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,yes,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_yes
admin.,single,high.school,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,22,999,1.1,-36.4,0,youth,yes_no
services,married,high.school,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
blue-collar,married,unknown,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
technician,married,basic.6y,yes,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,yes_no
admin.,single,university.degree,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
admin.,married,basic.9y,no,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,no_no
admin.,married,university.degree,yes,yes,telephone,may,tue,49,999,1.1,-36.4,0,adult,yes_yes
blue-collar,single,unknown,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
admin.,married,basic.9y,yes,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,yes_no
management,single,university.degree,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
student,single,unknown,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
management,married,basic.4y,yes,yes,telephone,may,tue,59,999,1.1,-36.4,0,senior,yes_yes
management,married,basic.4y,unknown,unknown,telephone,may,tue,59,999,1.1,-36.4,0,senior,unknown_unknown
self-employed,married,university.degree,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
housemaid,married,basic.6y,yes,yes,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_yes
unknown,single,unknown,yes,yes,telephone,may,tue,28,999,1.1,-36.4,1,adult,yes_yes
services,married,high.school,yes,no,telephone,may,tue,44,999,1.1,-36.4,1,adult,yes_no
retired,married,university.degree,no,no,telephone,may,tue,59,999,1.1,-36.4,0,senior,no_no
management,married,high.school,no,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_no
admin.,married,university.degree,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
admin.,married,basic.9y,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
services,married,high.school,no,no,telephone,may,tue,56,999,1.1,-36.4,0,senior,no_no
blue-collar,divorced,basic.4y,no,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_no
self-employed,married,university.degree,yes,yes,telephone,may,tue,41,999,1.1,-36.4,0,adult,yes_yes
blue-collar,married,basic.9y,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
services,single,high.school,no,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_no
services,married,high.school,unknown,unknown,telephone,may,tue,48,999,1.1,-36.4,0,adult,unknown_unknown
blue-collar,married,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
unemployed,married,university.degree,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
entrepreneur,married,university.degree,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
services,divorced,basic.6y,no,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_no
admin.,married,high.school,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,no,yes,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_yes
blue-collar,married,basic.9y,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
technician,married,basic.4y,no,yes,telephone,may,tue,55,999,1.1,-36.4,0,senior,no_yes
blue-collar,married,basic.9y,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
retired,married,basic.4y,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
entrepreneur,married,basic.4y,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,yes,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_yes
self-employed,single,basic.9y,yes,yes,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_yes
admin.,married,high.school,no,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,yes_no
technician,single,university.degree,yes,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,yes_no
entrepreneur,married,basic.4y,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
management,married,basic.6y,no,no,telephone,may,tue,58,999,1.1,-36.4,0,senior,no_no
technician,married,professional.course,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
unknown,married,unknown,yes,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,yes_no
services,married,high.school,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
self-employed,divorced,university.degree,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
self-employed,married,basic.9y,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
self-employed,single,university.degree,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
services,single,professional.course,yes,yes,telephone,may,tue,27,999,1.1,-36.4,0,adult,yes_yes
services,married,unknown,no,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,no_no
technician,married,professional.course,yes,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_no
housemaid,married,basic.9y,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,professional.course,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
admin.,divorced,university.degree,no,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,no_no
management,married,unknown,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,no,yes,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_yes
housemaid,married,university.degree,no,no,telephone,may,tue,26,999,1.1,-36.4,0,adult,no_no
blue-collar,divorced,basic.9y,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
admin.,married,basic.9y,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
blue-collar,married,unknown,no,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,no,no,telephone,may,tue,42,999,1.1,-36.4,1,adult,no_no
technician,married,basic.4y,no,yes,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_yes
technician,married,basic.4y,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.4y,no,yes,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_yes
student,single,basic.9y,yes,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,yes_no
management,married,university.degree,no,no,telephone,may,tue,60,999,1.1,-36.4,0,senior,no_no
admin.,married,university.degree,yes,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,no,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_no
management,married,professional.course,yes,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_no
unemployed,single,basic.4y,yes,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_no
housemaid,married,basic.4y,no,no,telephone,may,tue,54,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.6y,no,yes,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_yes
admin.,single,basic.9y,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
technician,divorced,high.school,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
self-employed,married,university.degree,yes,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,yes_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,yes,yes,telephone,may,tue,44,999,1.1,-36.4,0,adult,yes_yes
management,married,basic.6y,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
management,married,professional.course,yes,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,yes_no
admin.,married,basic.4y,yes,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,yes_no
management,married,university.degree,no,no,telephone,may,tue,42,999,1.1,-36.4,1,adult,no_no
technician,single,professional.course,unknown,unknown,telephone,may,tue,42,999,1.1,-36.4,0,adult,unknown_unknown
management,married,professional.course,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,high.school,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
admin.,married,university.degree,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,divorced,basic.4y,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
unknown,married,unknown,no,no,telephone,may,tue,59,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
retired,married,university.degree,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
management,married,unknown,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
technician,single,high.school,no,yes,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_yes
services,married,high.school,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
retired,married,basic.4y,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
unknown,married,unknown,yes,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,yes_no
management,married,basic.6y,yes,yes,telephone,may,tue,54,999,1.1,-36.4,0,senior,yes_yes
admin.,married,university.degree,unknown,unknown,telephone,may,tue,36,999,1.1,-36.4,0,adult,unknown_unknown
admin.,single,university.degree,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
housemaid,married,professional.course,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
technician,married,unknown,yes,no,telephone,may,tue,56,999,1.1,-36.4,0,senior,yes_no
technician,married,university.degree,yes,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_no
unemployed,married,basic.9y,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
services,married,basic.9y,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
admin.,single,university.degree,unknown,unknown,telephone,may,tue,32,999,1.1,-36.4,0,adult,unknown_unknown
services,married,high.school,unknown,unknown,telephone,may,tue,31,999,1.1,-36.4,0,adult,unknown_unknown
technician,married,professional.course,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,university.degree,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
admin.,married,professional.course,yes,no,telephone,may,tue,53,999,1.1,-36.4,0,senior,yes_no
admin.,married,basic.6y,yes,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_no
entrepreneur,married,university.degree,no,no,telephone,may,tue,56,999,1.1,-36.4,0,senior,no_no
admin.,married,basic.9y,unknown,unknown,telephone,may,tue,33,999,1.1,-36.4,0,adult,unknown_unknown
services,divorced,high.school,yes,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_no
services,married,high.school,yes,no,telephone,may,tue,39,999,1.1,-36.4,1,adult,yes_no
entrepreneur,married,university.degree,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
technician,single,university.degree,no,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_no
unknown,single,unknown,yes,no,telephone,may,tue,60,999,1.1,-36.4,0,senior,yes_no
technician,married,university.degree,yes,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,high.school,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,no_no
entrepreneur,married,high.school,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,yes,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_no
services,married,basic.9y,yes,yes,telephone,may,tue,50,999,1.1,-36.4,0,senior,yes_yes
entrepreneur,married,high.school,yes,no,telephone,may,tue,59,999,1.1,-36.4,0,senior,yes_no
technician,married,unknown,yes,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,yes_no
housemaid,single,basic.4y,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_no
blue-collar,married,unknown,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
admin.,married,unknown,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
management,married,basic.9y,unknown,unknown,telephone,may,tue,40,999,1.1,-36.4,0,adult,unknown_unknown
blue-collar,married,basic.9y,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.6y,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.6y,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
admin.,single,unknown,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
services,single,high.school,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
admin.,divorced,high.school,yes,yes,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_yes
